Year,Food,Price
01/03/2009,Sugar,82.9
01/04/2009,Sugar,84.5
01/05/2009,Sugar,99.4
01/06/2009,Sugar,101.7
01/07/2009,Sugar,114
01/08/2009,Sugar,138.8
01/09/2009,Sugar,142.6
01/10/2009,Sugar,140.1
01/11/2009,Sugar,137.8
01/12/2009,Sugar,145.6
01/01/2010,Sugar,163.8
01/02/2010,Sugar,157.4
01/03/2010,Sugar,115.5
01/04/2010,Sugar,101.8
01/05/2010,Sugar,94.1
01/06/2010,Sugar,98.1
01/07/2010,Sugar,107.9
01/08/2010,Sugar,114.6
01/09/2010,Sugar,138.7
01/10/2010,Sugar,152.3
01/11/2010,Sugar,162.8
01/12/2010,Sugar,173.8
01/01/2011,Sugar,183.2
01/02/2011,Sugar,182.4
01/03/2011,Sugar,162.4
01/04/2011,Sugar,150.7
01/05/2011,Sugar,136.2
01/06/2011,Sugar,156
01/07/2011,Sugar,174.6
01/08/2011,Sugar,171.7
01/09/2011,Sugar,165.3
01/10/2011,Sugar,157.5
01/11/2011,Sugar,148.2
01/12/2011,Sugar,142.6
01/01/2012,Sugar,145.8
01/02/2012,Sugar,149.3
01/03/2012,Sugar,149.1
01/04/2012,Sugar,141.3
01/05/2012,Sugar,128.5
01/06/2012,Sugar,126.7
01/07/2012,Sugar,141.4
01/08/2012,Sugar,129.2
01/09/2012,Sugar,123.7
01/10/2012,Sugar,125.7
01/11/2012,Sugar,119.7
01/12/2012,Sugar,119.5
01/01/2013,Sugar,116.8
01/02/2013,Sugar,113
01/03/2013,Sugar,114.3
01/04/2013,Sugar,110.2
01/05/2013,Sugar,109.1
01/06/2013,Sugar,105.8
01/07/2013,Sugar,104.2
01/08/2013,Sugar,105.4
01/09/2013,Sugar,107.5
01/10/2013,Sugar,115.5
01/11/2013,Sugar,109.3
01/12/2013,Sugar,102.4
01/01/2014,Sugar,96.7
01/02/2014,Sugar,102.6
01/03/2014,Sugar,110.8
01/04/2014,Sugar,109
01/05/2014,Sugar,113.1
01/06/2014,Sugar,112.5
01/07/2014,Sugar,113
01/08/2014,Sugar,106.6
01/09/2014,Sugar,99.5
01/10/2014,Sugar,103.6
01/11/2014,Sugar,100.2
01/12/2014,Sugar,94.8
01/01/2015,Sugar,95
01/02/2015,Sugar,90.3
01/03/2015,Sugar,82
01/04/2015,Sugar,80.9
01/05/2015,Sugar,82.6
01/06/2015,Sugar,77.1
01/07/2015,Sugar,79
01/08/2015,Sugar,71.2
01/09/2015,Sugar,73.4
01/10/2015,Sugar,86.1
01/11/2015,Sugar,90
01/12/2015,Sugar,90.6
01/01/2016,Sugar,86.9
01/02/2016,Sugar,81.6
01/03/2016,Sugar,95.5
01/04/2016,Sugar,93.9
01/05/2016,Sugar,104.8
01/06/2016,Sugar,120.4
01/07/2016,Sugar,121.6
01/08/2016,Sugar,124.6
01/09/2016,Sugar,132.9
01/10/2016,Sugar,137.5
01/11/2016,Sugar,125.2
01/12/2016,Sugar,114.5
01/01/2017,Sugar,125.8
01/02/2017,Sugar,125.6
01/03/2017,Sugar,111.9
01/04/2017,Sugar,101.7
01/05/2017,Sugar,99.4
01/06/2017,Sugar,86
01/07/2017,Sugar,90.5
01/08/2017,Sugar,88.9
01/09/2017,Sugar,89
01/10/2017,Sugar,88.7
01/11/2017,Sugar,92.7
01/12/2017,Sugar,89
01/01/2018,Sugar,87.2
01/02/2018,Sugar,83.9
01/03/2018,Sugar,80.9
01/04/2018,Sugar,76.8
01/05/2018,Sugar,76.4
01/06/2018,Sugar,77.4
01/07/2018,Sugar,72.5
01/08/2018,Sugar,68.6
01/09/2018,Sugar,70.4
01/10/2018,Sugar,76.5
01/11/2018,Sugar,79.9
01/12/2018,Sugar,78.3
01/01/2019,Sugar,79.3
01/02/2019,Sugar,80.3
01/03/2019,Sugar,78.7
01/04/2019,Sugar,79.3
01/05/2019,Sugar,76.7
01/06/2019,Sugar,79.9
01/07/2019,Sugar,79.4
01/08/2019,Sugar,76.2
01/09/2019,Sugar,73.5
01/10/2019,Sugar,77.8
01/11/2019,Sugar,79.2
01/12/2019,Sugar,83
01/01/2020,Sugar,87.5
01/02/2020,Sugar,91.4
01/03/2020,Sugar,73.9
01/04/2020,Sugar,63.2
01/05/2020,Sugar,67.8
01/06/2020,Sugar,74.9
01/07/2020,Sugar,76
01/08/2020,Sugar,81.1
01/09/2020,Sugar,79
01/10/2020,Sugar,84.7
01/11/2020,Sugar,87.5
01/12/2020,Sugar,87.1
01/01/2021,Sugar,94.2
01/02/2021,Sugar,100.2
01/03/2021,Sugar,96.2
01/04/2021,Sugar,100
01/05/2021,Sugar,106.8
01/06/2021,Sugar,107.7
01/07/2021,Sugar,109.6
01/08/2021,Sugar,120.5
01/09/2021,Sugar,121.2
01/10/2021,Sugar,119.1
01/11/2021,Sugar,120.2
01/12/2021,Sugar,116.4
01/01/2022,Sugar,112.7
01/02/2022,Sugar,110.5
01/03/2022,Sugar,117.9
01/04/2022,Sugar,121.5
01/05/2022,Sugar,120.4
01/06/2022,Sugar,117.3
01/07/2022,Sugar,112.8
01/08/2022,Sugar,110.5
01/09/2022,Sugar,109.7
01/10/2022,Sugar,108.6
01/11/2022,Sugar,114.4
01/12/2022,Sugar,117.2
